price,ret,signal,position,trade,cost,strat_ret,equity
87.29000091552734,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88.83999633789062,0.017756849651809015,1.0,0.0,0.0,0.0,0.0,1.0
88.5199966430664,-0.0036019778029610094,1.0,1.0,1.0,0.0005,-0.00410197780296101,0.995898022197039
90.16000366210938,0.018526966575200587,1.0,1.0,0.0,0.0,0.018526966575200587,1.014348991566592
90.7699966430664,0.006765671652400274,1.0,1.0,0.0,0.0,0.006765671652400274,1.0212117437844748
91.4800033569336,0.007822041865432006,1.0,1.0,0.0,0.0,0.007822041865432006,1.0291997047978279
91.1999969482422,-0.003060848255534876,1.0,1.0,0.0,0.0,-0.003060848255534876,1.0260494806768004
90.27999877929688,-0.010087699558448904,1.0,1.0,0.0,0.0,-0.010087699558448904,1.0156990017836303
89.62999725341797,-0.007199839772571659,1.0,1.0,0.0,0.0,-0.007199839772571659,1.0083861317136271
90.02999877929688,0.004462808637023086,1.0,1.0,0.0,0.0,0.004462808637023086,1.012886366051693
89.68000030517578,-0.003887576128697834,1.0,1.0,0.0,0.0,-0.003887576128697834,1.0089486931939469
90.38999938964844,0.007917028122843117,1.0,1.0,0.0,0.0,0.007917028122843117,1.0169365683724692
93.68000030517578,0.03639784199295071,1.0,1.0,0.0,0.0,0.03639784199295071,1.0539508649049438
91.70999908447266,-0.021029047974867265,1.0,1.0,0.0,0.0,-0.021029047974867265,1.0317872816037048
90.79000091552734,-0.01003160154977123,1.0,1.0,0.0,0.0,-0.01003160154977123,1.021436802710535
88.81999969482422,-0.02169843816320749,1.0,1.0,0.0,0.0,-0.02169843816320749,0.999273219409296
89.2300033569336,0.0046161187065763,1.0,1.0,0.0,0.0,0.0046161187065763,1.003885983210392
84.22000122070312,-0.056147057578712634,-1.0,1.0,0.0,0.0,-0.056147057578712634,0.9475207391086155
82.30999755859375,-0.02267874180034868,-1.0,-1.0,2.0,0.001,0.021678741800348678,0.9680617965622268
82.79000091552734,0.0058316531547932815,-1.0,-1.0,0.0,0.0,-0.0058316531547932815,0.9624163959322698
86.37999725341797,0.04336268025354406,-1.0,-1.0,0.0,0.0,-0.04336268025354406,0.9206834414846905
85.97000122070312,-0.00474642331270303,-1.0,-1.0,0.0,0.0,0.00474642331270303,0.9250533948349731
83.48999786376953,-0.028847310942416993,-1.0,-1.0,0.0,0.0,0.028847310942416993,0.951738697754116
82.91000366210938,-0.006946870481498002,-1.0,-1.0,0.0,0.0,0.006946870481498002,0.9583503032196435
87.69000244140625,0.05765285934345443,-1.0,-1.0,0.0,0.0,-0.05765285934345443,0.9030986679863645
86.66000366210938,-0.01174590889064131,-1.0,-1.0,0.0,0.0,0.01174590889064131,0.9137063826597919
86.66000366210938,0.0,-1.0,-1.0,0.0,0.0,-0.0,0.9137063826597919
88.31999969482422,0.019155273050613264,-1.0,-1.0,0.0,0.0,-0.019155273050613264,0.8962040874118554
89.37000274658203,0.01188862155101833,-1.0,-1.0,0.0,0.0,-0.01188862155101833,0.8855494561841402
88.75,-0.006937481565711834,1.0,-1.0,0.0,0.0,0.006937481565711834,0.8916929392119439
85.48999786376953,-0.03673241843639963,-1.0,1.0,2.0,0.001,-0.03773241843639963,0.8580472081128158
83.73999786376953,-0.020470230947819967,-1.0,-1.0,2.0,0.001,0.019470230947819966,0.8747535854189046
85.38999938964844,0.01970386395952839,-1.0,-1.0,0.0,0.0,-0.01970386395952839,0.8575175597737008
83.20999908447266,-0.025529925292868128,-1.0,-1.0,0.0,0.0,0.025529925292868128,0.879409919012046
85.54000091552734,0.028001464447672042,-1.0,-1.0,0.0,0.0,-0.028001464447672042,0.8547851534299
82.30999755859375,-0.037760151068075065,-1.0,-1.0,0.0,0.0,0.037760151068075065,0.8870619699541606
81.0199966430664,-0.01567246936933797,-1.0,-1.0,0.0,0.0,0.01567246936933797,0.9009644215069719
80.44000244140625,-0.0071586549702701285,-1.0,-1.0,0.0,0.0,0.0071586549702701285,0.9074141149410292
82.45999908447266,0.025111842140206342,-1.0,-1.0,0.0,0.0,-0.025111842140206342,0.884627274930835
80.51000213623047,-0.023647792504152165,-1.0,-1.0,0.0,0.0,0.023647792504152165,0.9055467571719129
80.81999969482422,0.0038504229334039852,-1.0,-1.0,0.0,0.0,-0.0038504229334039852,0.9020600191708286
77.37000274658203,-0.042687416001848,-1.0,-1.0,0.0,0.0,0.042687416001848,0.9405666304678088
75.33000183105469,-0.026366819737737024,-1.0,-1.0,0.0,0.0,0.026366819737737024,0.9653663812646843
75.73999786376953,0.005442665906664423,-1.0,-1.0,0.0,0.0,-0.005442665906664423,0.960112214573935
77.16999816894531,0.01888038480998988,-1.0,-1.0,0.0,0.0,-0.01888038480998988,0.9419849265020076
78.26000213623047,0.014124711586734229,-1.0,-1.0,0.0,0.0,-0.014124711586734229,0.9286796610961157
78.26000213623047,0.0,-1.0,-1.0,0.0,0.0,-0.0,0.9286796610961157
76.66000366210938,-0.020444651551834947,-1.0,-1.0,0.0,0.0,0.020444651551834947,0.947666193170502
72.9000015258789,-0.049047768805272285,-1.0,-1.0,0.0,0.0,0.049047768805272285,0.9941471055177012
75.88999938964844,0.04101505900117308,-1.0,-1.0,0.0,0.0,-0.04101505900117308,0.9533721033290473
77.5999984741211,0.022532601109836126,-1.0,-1.0,0.0,0.0,-0.022532601109836126,0.9318901500154885
77.7699966430664,0.0021906980964954137,-1.0,-1.0,0.0,0.0,-0.0021906980964954137,0.9298486600377067
77.0999984741211,-0.008615124056393308,-1.0,-1.0,0.0,0.0,0.008615124056393308,0.9378594215976027
